status,display_name,first_name,last_name,esb_id,gsis_id,birth_date,college_name,position_group,position,jersey_number,height,weight,years_of_experience,team_abbr,team_seq,current_team_id,football_name,entry_year,rookie_year,draft_club,draft_number,college_conference,status_description_abbr,status_short_description,gsis_it_id,short_name,smart_id,headshot,suffix,uniform_number,draft_round
ACT,Randall Cobb,Randall,Cobb,COB365535,00-0028002,1990-08-22,Kentucky,WR,WR,18.0,70.0,192.0,13,NYJ,1.0,3430,Randall,2011.0,2011.0,GB,64.0,Southeastern Conference,A01,Active,37139.0,R.Cobb,3200434f-4236-5535-cf6f-4337b5dff0b3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/kuwo5hnkbtesfw6n9w1s",II,18,
ACT,Randall Goforth,Randall,Goforth,GOF650964,00-0033728,1994-01-27,UCLA,DB,DB,36.0,70.0,190.0,2,PHI,1.0,3700,Randall,2017.0,2017.0,,,Pacific Twelve Conference,A01,Active,45602.0,,3200474f-4665-0964-a804-e8266bf36edf,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jhwh6pgf1gvpsczw4pfc",,,
ACT,Randall Telfer,Randall,Telfer,TEL116643,00-0031533,1992-05-16,Southern California,TE,TE,86.0,76.0,250.0,2,CLE,1.0,1050,Randall,2015.0,2015.0,CLE,198.0,Pacific Twelve Conference,A01,Active,42541.0,R.Telfer,32005445-4c11-6643-3a67-5549038ea355,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/v7yzppdggxmmffsoiuoa",,,
ACT,Randell Johnson,Randell,Johnson,JOH588257,00-0031026,1991-03-23,Florida Atlantic,LB,OLB,49.0,76.0,245.0,3,NYJ,1.0,3430,Randell,2014.0,2014.0,BUF,221.0,Conference USA,A01,Active,41450.0,,32004a4f-4858-8257-a8dd-7bee74212a96,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/zfdi18kmwm2essz49aox",,,
ACT,Randy Bullock,Randol,Bullock,BUL521842,00-0029421,1989-12-16,Texas A&amp;M,SPEC,K,46.0,69.0,210.0,12,NYG,1.0,3410,Randy,2012.0,2012.0,HOU,161.0,Big Twelve Conference,A01,Active,38691.0,R.Bullock,32004255-4c52-1842-b35e-9d2f6350e85f,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/pim6xbwsdnk5xwhlwde8",,46,
ACT,Randy Starks,Randy,Starks,STA608829,00-0022805,1983-12-14,Maryland,DL,DE,94.0,76.0,305.0,12,CLE,1.0,1050,Randy,2004.0,2004.0,TEN,71.0,Atlantic Coast Conference,A01,Active,29024.0,,32005354-4160-8829-25fe-e1644ff6685b,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mekra7yuqg2uwoqj0vpx",,,
ACT,Rashaan Evans,Rashaan,Evans,EVA617192,00-0034743,1995-11-08,Alabama,LB,ILB,43.0,74.0,234.0,7,ATL,1.0,0200,Rashaan,2018.0,2018.0,TEN,22.0,Southeastern Conference,A01,Active,46091.0,R.Evans,32004556-4161-7192-2696-b2fabd26bf91,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/hou79fqcetlephuywjnp",,43,
ACT,Rashad Fenton,Rashad,Fenton,FEN722957,00-0035147,1997-02-17,South Carolina,DB,CB,24.0,71.0,188.0,5,ARI,1.0,3800,Rashad,2019.0,2019.0,KC,201.0,Southeastern Conference,A01,Active,47984.0,R.Fenton,32004645-4e72-2957-8b5d-cef43445e310,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mmjxvj9shtwdwifjmtfi",,24,
ACT,Rashad Medaris,Rashad,Medaris,MED043895,00-0036041,,,WR,WR,6.0,71.0,178.0,0,ARI,,3800,,,,,,,,,,,32004d45-4404-3895-18f2-a2f76a20b791,,,,
ACT,Rashan Gary,Rashan,Gary,GAR766759,00-0034967,1997-12-03,Michigan,DL,DE,52.0,77.0,277.0,6,GB,1.0,1800,Rashan,2019.0,2019.0,GB,12.0,Big Ten Conference,A01,Active,47795.0,R.Gary,32004741-5276-6759-8729-700e2dfb98cd,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/t4clz4xe8sfxszmvohfo",,52,
ACT,Rashard Lawrence,Ronald,Lawrence,LAW494873,00-0036373,1998-08-27,Louisiana State,DL,NT,73.0,74.0,308.0,4,DEN,,1400,Rashard,2020.0,2020.0,ARI,131.0,Southeastern Conference,A01,Active,52539.0,R.Lawrence,32004c41-5749-4873-c7c3-250e8db8cc3b,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/aqxkxovelybcyjqekr7d",,73,
ACT,Rashawn Slater,Rashawn,Slater,SLA441272,00-0037009,1999-03-26,Northwestern,OL,T,70.0,75.0,305.0,4,LAC,,4400,Rashawn,2021.0,2021.0,LAC,13.0,Big Ten Conference,A01,Active,53442.0,R.Slater,3200534c-4144-1272-10c5-fd1a6fe0f889,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/e3b62zjsscttqkmlqgud",,70,
ACT,Rasheed Walker,Rasheed,Walker,WAL308460,00-0037196,2000-02-13,Penn State,OL,T,63.0,78.0,325.0,3,GB,,1800,Rasheed,2022.0,2022.0,GB,249.0,Big Ten Conference,A01,Active,54714.0,R.Walker,32005741-4c30-8460-fec4-8041f42b9950,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/g9hlwhtxyse7pyaadr6k",,63,
ACT,Rasheen Ali,Rasheen,Ali,ALI140900,00-0039796,2001-02-16,Marshall,RB,RB,26.0,72.0,209.0,0,BAL,,0325,Rasheen,2024.0,2024.0,BAL,165.0,Sun Belt Conference,A01,Active,57286.0,R.Ali,3200414c-4914-0900-a1c1-afdcb9da9c39,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rahywwfay2yyqupfwebh",,26,
ACT,Rashod Bateman,Rashod,Bateman,BAT103884,00-0036550,1999-11-29,Minnesota,WR,WR,7.0,74.0,210.0,4,BAL,,0325,Rashod,2021.0,2021.0,BAL,27.0,Big Ten Conference,A01,Active,53456.0,R.Bateman,32004241-5410-3884-8ac5-165a4f1f770e,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jkcapzvd65fxivefjv8l",,7,
ACT,Rasul Douglas,Rasul,Douglas,DOU604176,00-0033551,1995-08-29,West Virginia,DB,CB,31.0,74.0,209.0,8,BUF,1.0,0610,Rasul,2017.0,2017.0,PHI,99.0,Big Twelve Conference,A01,Active,44911.0,R.Douglas,3200444f-5560-4176-bafa-285edcbca1af,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ckyphq6brbau8lhgbt6j",,31,
ACT,Ray Davis,Re'Mahn,Davis,DAV632804,00-0039875,1999-11-20,Kentucky,RB,RB,22.0,70.0,216.0,0,BUF,,0610,Ray,2024.0,2024.0,BUF,128.0,Southeastern Conference,A01,Active,57249.0,R.Davis,32004441-5663-2804-a8ce-2174ee79562e,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xm8csnleyxsop4pldyby",,22,
ACT,Ray Lima,Ray,Lima,LIM346075,00-0035843,,,DL,DT,76.0,75.0,316.0,0,MIA,,2700,,,,,,,,,,,32004c49-4d34-6075-36a3-72b23cf7fc74,,,,
ACT,Ray-Ray McCloud,Ray-Ray,McCloud,MCC417118,00-0034407,1996-10-15,Clemson,WR,WR,34.0,69.0,190.0,7,ATL,1.0,0200,Ray-Ray,2018.0,2018.0,BUF,187.0,Atlantic Coast Conference,A01,Active,46256.0,R.McCloud,32004d43-4341-7118-745c-2c9756292bc8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nvwn3sdihyyd2itjt7vy",III,34,
ACT,Rayshawn Jenkins,Rayshawn,Jenkins,JEN428013,00-0033941,1994-01-25,Miami,DB,SS,2.0,73.0,220.0,8,SEA,1.0,4600,Rayshawn,2017.0,2017.0,LAC,113.0,Atlantic Coast Conference,A01,Active,44926.0,R.Jenkins,32004a45-4e42-8013-cbad-6b370e9849e4,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zbgfbrqkle6yabkpkaob",,2,
ACT,Reed Blankenship,Reed,Blankenship,BLA735451,00-0037130,1999-03-02,Middle Tennessee,DB,SS,32.0,73.0,200.0,3,PHI,,3700,Reed,2022.0,2022.0,,,Conference USA,A01,Active,54808.0,R.Blankenship,3200424c-4173-5451-f5c6-520ce2fbefa3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j7ihu74tbuv1eacvgzlj",,32,
ACT,Reggie Gilliam,Reggie,Gilliam,GIL562234,00-0036187,1997-08-20,Toledo,RB,FB,41.0,73.0,255.0,5,BUF,,0610,Reggie,2020.0,2020.0,,,Mid-American Conference,A01,Active,53079.0,R.Gilliam,32004749-4c56-2234-f239-17e8e6a78cfb,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qj2xzath8p7188isoxkd",,41,
ACT,Reid Ferguson,Chandler,Ferguson,FER300870,00-0032497,1994-03-24,Louisiana State,SPEC,LS,69.0,74.0,235.0,8,BUF,1.0,0610,Reid,2016.0,2016.0,,,Southeastern Conference,A01,Active,43617.0,R.Ferguson,32004645-5230-0870-4c45-c5d8e887ea12,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/vlc51b2pkoqgxkaauquu",,69,
ACT,Renardo Green,Renardo,Green,GRE331722,00-0039345,2000-11-09,Florida State,DB,CB,31.0,72.0,186.0,0,SF,,4500,Renardo,2024.0,2024.0,SF,64.0,Atlantic Coast Conference,A01,Active,57185.0,R.Green,32004752-4533-1722-8b86-264d60ec9241,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/prtbroosyy2vzxtbdd1i",,00,
ACT,Renell Wren,Renell,Wren,WRE422041,00-0035260,1995-10-23,Arizona State,DL,DT,79.0,77.0,315.0,3,PIT,1.0,3900,Renell,2019.0,2019.0,CIN,125.0,Pacific Twelve Conference,A01,Active,47908.0,R.Wren,32005752-4542-2041-ca80-11bac75769dc,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mksyn1sfszc9boas8jqp",,79,
ACT,Rex Sunahara,Rex,Sunahara,SUN131680,00-0036443,1996-10-09,West Virginia,SPEC,LS,50.0,78.0,242.0,1,CLE,,1050,Rex,2020.0,2020.0,,,Big Twelve Conference,A01,Active,53150.0,R.Sunahara,32005355-4e13-1680-cd7e-209ffda67653,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/l8anuhlwkatnlnerrqi3",,50,
ACT,Rhamondre Stevenson,Rhamondre,Stevenson,STE703131,00-0036875,1998-02-23,Oklahoma,RB,RB,38.0,72.0,246.0,4,NE,,3200,Rhamondre,2021.0,2021.0,NE,120.0,Big Twelve Conference,A01,Active,53549.0,R.Stevenson,32005354-4570-3131-4f2a-53760868c1d8,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ro2fqabc4qndtnxykvm7",,38,
ACT,Ricardo Allen,Ricardo,Allen,ALL641418,00-0031181,1991-12-18,Purdue,DB,SS,37.0,69.0,186.0,6,CIN,1.0,0920,Ricardo,2014.0,2014.0,ATL,147.0,Big Ten Conference,A01,Active,41376.0,R.Allen,3200414c-4c64-1418-fc52-0f8fb6628ea9,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/xamcdivgeq7wbmmypeyl",,37,
ACT,Richard LeCounte,Richard,LeCounte,LEC748385,00-0036641,1998-09-11,Georgia,DB,FS,15.0,71.0,192.0,2,TB,,4900,Richard,2021.0,2021.0,CLE,169.0,Southeastern Conference,A01,Active,53598.0,R.LeCounte,32004c45-4374-8385-e2f7-575cfecd29d7,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/h23r0gukt8wgzkfe8ooe",,15,
ACT,Richie Grant,Richie,Grant,GRA479686,00-0036961,1997-11-09,Central Florida,DB,SS,27.0,72.0,194.0,4,ATL,,0200,Richie,2021.0,2021.0,ATL,40.0,American Athletic Conference,A01,Active,53469.0,R.Grant,32004752-4147-9686-c8f8-f55c7614f68b,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szeswtvt6jmbu3so3phd",,27,
ACT,Richie James,Richard,James,JAM471122,00-0034286,1995-09-05,Middle Tennessee,WR,WR,17.0,69.0,185.0,6,KC,1.0,2310,Richie,2018.0,2018.0,SF,240.0,Conference USA,A01,Active,46309.0,R.James,32004a41-4d47-1122-e8e0-40adb3dc1b8e,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/qusoivtzbud2wl0spptz",,17,
ACT,Rick Lovato,Rick,Lovato,LOV004796,00-0031911,1992-09-09,Old Dominion,SPEC,LS,49.0,74.0,249.0,8,PHI,1.0,3700,Rick,2015.0,2015.0,,,Conference USA,A01,Active,42942.0,R.Lovato,32004c4f-5600-4796-46c9-c86518912b9b,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xbx0sf2o3zhorv6mbhl2",Jr.,49,
ACT,Ricky Ortiz,Richard,Ortiz,ORT448270,00-0033374,1994-04-15,Oregon State,RB,FB,30.0,72.0,233.0,2,NO,1.0,3300,Ricky,2017.0,2017.0,,,Pacific Twelve Conference,A01,Active,45266.0,R.Ortiz,32004f52-5444-8270-616c-203f04d17ad3,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/dt4lvt5dpo92g8xdifnm",,,
ACT,Ricky Pearsall,Ricky,Pearsall,PEA307677,00-0039916,2000-09-09,Florida,WR,WR,14.0,73.0,190.0,0,SF,,4500,Ricky,2024.0,2024.0,SF,31.0,Southeastern Conference,A01,Active,57152.0,R.Pearsall,32005045-4130-7677-7b9e-0f0ef8659c89,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/akwepvt6qxwbgankljmv",,14,
ACT,Rico Dowdle,Rico,Dowdle,DOW329751,00-0036139,1998-06-14,South Carolina,RB,RB,23.0,72.0,215.0,5,DAL,,1200,Rico,2020.0,2020.0,,,Southeastern Conference,A01,Active,53041.0,R.Dowdle,3200444f-5732-9751-c08c-8032929e63eb,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fe8ge4f6vvtyihou5czu",,23,
ACT,Rico Payton,Rico,Payton,PAY698744,00-0039620,1999-11-28,Pittsburg State,DB,CB,36.0,72.0,182.0,0,NO,,3300,Rico,2024.0,2024.0,,,Mid-America Intercollegiate Athletic Association,A01,Active,57748.0,R.Payton,32005041-5969-8744-ab6a-51e48c2fdbb2,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ghyxygii0jlymsleogah",,36,
ACT,Rigoberto Sanchez,Rigoberto,Sanchez,SAN093508,00-0033269,1994-09-08,Hawaii,SPEC,P,8.0,72.0,195.0,8,IND,1.0,2200,Rigoberto,2017.0,2017.0,,,Mountain West Conference,A01,Active,45153.0,R.Sanchez,32005341-4e09-3508-9793-8e6aad63dbbc,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/abfpnmp5lii49rysn1im",,8,
ACT,Riley Cooper,Riley,Cooper,COO700168,00-0027758,1987-09-09,Florida,WR,WR,14.0,76.0,230.0,6,PHI,1.0,3700,Riley,2010.0,2010.0,PHI,159.0,Southeastern Conference,A01,Active,35598.0,,3200434f-4f70-0168-825f-ee3b7c0b9a48,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vpongpty2wm06bsmm7hb",,,
ACT,Riley Dixon,Riley,Dixon,DIX641722,00-0032943,1993-08-24,Syracuse,SPEC,P,9.0,76.0,221.0,9,DEN,1.0,1400,Riley,2016.0,2016.0,DEN,228.0,Atlantic Coast Conference,A01,Active,43517.0,R.Dixon,32004449-5864-1722-3434-6401bfab8afa,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tmj23do0dxjssrdr4vjy",,9,
ACT,Riley Moss,Riley,Moss,MOS709340,00-0038552,2000-03-03,Iowa,DB,CB,21.0,73.0,193.0,2,DEN,,1400,Riley,2023.0,2023.0,DEN,83.0,Big Ten Conference,A01,Active,55948.0,R.Moss,32004d4f-5370-9340-14ef-a2c9b70519a7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/s7u0h1cu3skpfd2bygal",,21,
ACT,Riley Neal,Riley,Neal,NEA373761,00-0035865,,,QB,QB,5.0,78.0,225.0,0,DEN,,1400,,,,,,,,,,,32004e45-4137-3761-d525-5db051a71326,,,,
ACT,Riley Reiff,Riley,Reiff,REI392998,00-0029672,1988-12-01,Iowa,OL,T,74.0,78.0,305.0,12,NE,1.0,3200,Riley,2012.0,2012.0,DET,23.0,Big Ten Conference,A01,Active,38553.0,R.Reiff,32005245-4939-2998-df0a-597d7cb2faca,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/o7mwtkt8hoi05yvuijzc",,74,
ACT,Riq Woolen,Tariq,Woolen,WOO713124,00-0037079,1999-05-02,Texas-San Antonio,DB,CB,27.0,76.0,205.0,3,SEA,,4600,Tariq,2022.0,2022.0,SEA,153.0,Conference USA,A01,Active,54618.0,T.Woolen,3200574f-4f71-3124-55f0-e6f0816e959a,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/z0er0buipqt5apxbgp8b",,27,
ACT,River Cracraft,Tanner,Cracraft,CRA117607,00-0034054,1994-11-01,Washington State,WR,WR,85.0,72.0,200.0,6,MIA,1.0,2700,River,2017.0,2017.0,,,Pacific Twelve Conference,A01,Active,45900.0,R.Cracraft,32004352-4111-7607-73cf-c45c2c324726,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/y8t968ntco72t8f8ryba",,85,
ACT,Rob Gronkowski,Robert,Gronkowski,GRO135948,00-0027656,1989-05-14,Arizona,TE,TE,87.0,78.0,265.0,10,TB,1.0,4900,Rob,2010.0,2010.0,NE,42.0,Pacific Ten Conference,A01,Active,35481.0,R.Gronkowski,32004752-4f13-5948-af95-481204a115ed,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/svpo7chliiymc0r7hegp",,87,
ACT,Rob Havenstein,Robert,Havenstein,HAV249308,00-0032242,1992-05-13,Wisconsin,OL,T,79.0,80.0,328.0,10,LA,1.0,2510,Rob,2015.0,2015.0,STL,57.0,Big Ten Conference,A01,Active,42400.0,R.Havenstein,32004841-5624-9308-acd1-fccd83685d9c,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pfeuxunpltlxtmgko6kh",,79,
ACT,Robert Beal Jr.,Robert,Beal,BEA158040,00-0038603,1999-08-18,Georgia,DL,DE,51.0,76.0,250.0,2,SF,,4500,Robert,2023.0,2023.0,SF,173.0,Southeastern Conference,A01,Active,56038.0,R.Beal,32004245-4115-8040-cf61-5173f5b6029d,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/bi7xnpkq9esrttnytx17",,51,
ACT,Robert Hainsey,Robert,Hainsey,HAI619935,00-0036985,1998-08-12,Notre Dame,OL,C,70.0,77.0,295.0,4,TB,,4900,Robert,2021.0,2021.0,TB,95.0,Independent,A01,Active,53524.0,R.Hainsey,32004841-4961-9935-6113-d4e0f935c505,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iiko1v6jvrjgsqtqjlys",,70,
ACT,Robert Hunt,Robert,Hunt,HUN360894,00-0036325,1996-08-25,Louisiana-Lafayette,OL,G,50.0,77.0,322.0,5,CAR,,0750,Robert,2020.0,2020.0,MIA,39.0,Sun Belt Conference,A01,Active,52447.0,R.Hunt,32004855-4e36-0894-8461-dd1b950e2536,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dfg6beceman5yspi1xmz",,50,
ACT,Robert Jones,Robert,Jones,JON666061,00-0036596,1999-01-28,Middle Tennessee,OL,G,65.0,77.0,330.0,4,MIA,,2700,Robert,2021.0,2021.0,,,Conference USA,A01,Active,53861.0,R.Jones,32004a4f-4e66-6061-ac8c-f08314a992f8,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yiw8xqoot4xazyttx9bg",,65,
ACT,Robert Rochell,Robert,Rochell,ROC174205,00-0036904,1998-04-26,Central Arkansas,DB,CB,22.0,74.0,195.0,4,GB,,1800,Robert,2021.0,2021.0,LA,130.0,Atlantic Sun Conference,A01,Active,53559.0,R.Rochell,3200524f-4317-4205-2ef5-3842925c4c60,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/oqn1nnmeqppzkymivtfe",,22,
ACT,Robert Spillane,Robert,Spillane,SPI329627,00-0034720,1995-12-14,Western Michigan,LB,OLB,41.0,73.0,229.0,6,LV,1.0,2520,Robert,2018.0,2018.0,,,Mid-American Conference,A01,Active,46902.0,R.Spillane,32005350-4932-9627-fe82-f7f9724c0325,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gm97x0fcqphr9bxmjhxu",,41,
ACT,Robert Woods,Robert,Woods,WOO561144,00-0030431,1992-04-10,Southern California,WR,WR,2.0,72.0,193.0,12,HOU,1.0,2120,Robert,2013.0,2013.0,BUF,41.0,Pacific Twelve Conference,A01,Active,39989.0,R.Woods,3200574f-4f56-1144-59b1-dbf0c9bdb37a,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ydjg5fylwkf5aaxiul6v",,2,
ACT,Rock Ya-Sin,Abdurrahman,Ya-Sin,YAS738004,00-0035637,1996-05-23,Temple,DB,CB,33.0,72.0,190.0,6,SF,1.0,4500,Rock,2019.0,2019.0,IND,34.0,American Athletic Conference,A01,Active,47817.0,R.Ya-Sin,32005941-5373-8004-56ad-dcaf24317eb6,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/lqy47wstsu51vejik26c",,33,
ACT,Roddy White,Roddy,White,WHI472686,00-0023462,1981-11-02,Alabama-Birmingham,WR,WR,84.0,72.0,211.0,11,ATL,1.0,0200,Roddy,,,,,,,,29854.0,,32005748-4947-2686-22c3-46e8134f0a9d,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/f7dgklg6z49fbdltwuki",,,
ACT,Roderick Johnson,Roderick,Johnson,JOH636469,00-0033569,1995-11-28,Florida State,OL,T,66.0,78.0,306.0,5,PHI,1.0,3700,Roderick,2017.0,2017.0,CLE,160.0,Atlantic Coast Conference,A01,Active,44973.0,R.Johnson,32004a4f-4863-6469-fa8a-d265ef4eaf74,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/sf2zc94nmtpn1oqtebqa",,66O,
ACT,Rodney McLeod Jr.,Rodney,McLeod,MCL709174,00-0028899,1990-06-23,Virginia,DB,FS,12.0,70.0,195.0,13,CLE,1.0,1050,Rodney,2012.0,2012.0,,,Atlantic Coast Conference,A01,Active,38843.0,R.McLeod,32004d43-4c70-9174-2092-304976fe0fa0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ettne7rdpnkozuyhx8be",Jr.,12,
ACT,Rodney Thomas,Rodney,Thomas,THO359931,00-0037323,1998-06-26,Yale,DB,FS,25.0,73.0,201.0,3,IND,,2200,Rodney,2022.0,2022.0,IND,239.0,Ivy League,A01,Active,54704.0,R.Thomas,32005448-4f35-9931-a171-67505fb32097,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/pqyeghqzuvxyk4tlmqgu",,25,
ACT,Roger McCreary,Roger,McCreary,MCC700734,00-0038125,2000-02-10,Auburn,DB,CB,21.0,72.0,188.0,3,TEN,,2100,Roger,2022.0,2022.0,TEN,35.0,Southeastern Conference,A01,Active,54500.0,R.McCreary,32004d43-4370-0734-eba8-250c4b4f71dd,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rl8mkd5usm1hz2bxz7wz",,21,
ACT,Roger Rosengarten,Roger,Rosengarten,ROS412039,00-0039233,2002-06-03,Washington,OL,T,70.0,78.0,300.0,0,BAL,,0325,Roger,2024.0,2024.0,BAL,62.0,Pacific Twelve Conference,A01,Active,57183.0,R.Rosengarten,3200524f-5341-2039-323f-5c4952f61ce3,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/afautaj9paphmazcref6",,70,
ACT,Rome Odunze,Rome,Odunze,ODU426541,00-0039919,2002-04-03,Washington,WR,WR,15.0,75.0,215.0,0,CHI,,0810,Rome,2024.0,2024.0,CHI,9.0,Pacific Twelve Conference,A01,Active,57130.0,R.Odunze,32004f44-5542-6541-431c-1a51e8792659,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/labs8tstecnehvzfmrs5",,15,
ACT,Romell Guerrier,Romell,Guerrier,GUE598806,00-0034934,,Florida Tech,WR,WR,0.0,70.0,184.0,0,DEN,1.0,1400,Romell,2019.0,2019.0,,,Gulf South Conference,A01,Active,48057.0,,32004755-4559-8806-268f-c3e847ab6048,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/jdwqbybliuyzol4udkch",,,
ACT,Romeo Doubs,Romeo,Doubs,DOU043165,00-0037816,2000-04-13,Nevada,WR,WR,87.0,74.0,200.0,3,GB,,1800,Romeo,2022.0,2022.0,GB,132.0,Mountain West Conference,I01,Inactive,54597.0,R.Doubs,3200444f-5504-3165-5639-a63528da6f6e,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dyulbddqbqshoqdxgo63",,87,
ACT,Romeo Okwara,Romeo,Okwara,OKW059326,00-0032655,1995-06-17,Notre Dame,DL,DE,95.0,76.0,263.0,8,DET,1.0,1540,Romeo,2016.0,2016.0,,,Independent,A01,Active,43775.0,R.Okwara,32004f4b-5705-9326-aeff-54de18212511,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/rkasbg8asew3pyozpkcu",,95,
ACT,Ronald Darby,Ronald,Darby,DAR187187,00-0032195,1994-01-02,Florida State,DB,CB,25.0,71.0,193.0,10,JAX,1.0,2250,Ronald,2015.0,2015.0,BUF,50.0,Atlantic Coast Conference,A01,Active,42393.0,R.Darby,32004441-5218-7187-9a66-cb54872359ea,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dn0kn2aw6crrzvsjiuvl",,25,
ACT,Ronald Ollie,Ronald,Ollie,OLL207645,00-0035191,1996-05-19,Nicholls State,DL,DE,0.0,74.0,310.0,0,OAK,1.0,2520,Ronald,2019.0,2019.0,,,Southland Conference,A01,Active,48336.0,,32004f4c-4c20-7645-10a4-8f318846d73e,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/auavao2j1mj1wsrofp4x",,,
ACT,Ronnie Bell,Ronnie,Bell,BEL596505,00-0038647,2000-01-28,Michigan,WR,WR,10.0,72.0,190.0,2,SF,,4500,Ronnie,2023.0,2023.0,SF,253.0,Big Ten Conference,A01,Active,56118.0,R.Bell,32004245-4c59-6505-43ce-5ccd36c0d34a,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/agn76jfaaawk5usur8oh",,10,
ACT,Ronnie Harrison,Ronnie,Harrison,HAR638591,00-0034779,1997-04-18,Alabama,DB,DB,48.0,75.0,214.0,7,IND,1.0,2200,Ronnie,2018.0,2018.0,JAX,93.0,Southeastern Conference,A01,Active,46162.0,R.Harrison,32004841-5263-8591-b219-84361484e8b5,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b1aa4at262sjmhtxv5lh",Jr.,48,
ACT,Ronnie Hickman Jr.,Ronnie,Hickman,HIC319062,00-0038715,2001-10-11,Ohio State,DB,SS,33.0,73.0,205.0,2,CLE,,1050,Ronnie,2023.0,2023.0,,,Big Ten Conference,A01,Active,56405.0,R.Hickman,32004849-4331-9062-15db-5cdb3a16baf7,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ds24p7j86p9mwshsjvbu",,33,
ACT,Ronnie Rivers,Ronnie,Rivers,RIV673384,00-0037557,1999-01-31,Fresno State,RB,RB,20.0,68.0,190.0,3,LA,,2510,Ronnie,2022.0,2022.0,,,Mountain West Conference,A01,Active,55145.0,R.Rivers,32005249-5667-3384-6c78-b7eef7619467,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xjumjdizgaw4gicg6gbb",,20,
